doi,issue,journal.id,journal.title,title,type,volume,year,open_access_types
10.1117/1.jrs.10.025013,2,jour.1044545,Journal of Applied Remote Sensing,Sharpening method of satellite thermal image based on the geographical statistical model,article,10,2016,Hybrid
10.5194/essd-8-191-2016,1,jour.1284750,Earth System Science Data,Mapping the Antarctic Polar Front: weekly realizations from 2002 to 2014,article,8,2016,Pure Gold
10.1098/rspb.2016.0011,1830,jour.1312259,Proceedings of The Royal Society B Biological Sciences,Coral mass spawning predicted by rapid seasonal rise in ocean temperature,article,283,2016,"Green, Published"
10.1371/journal.pone.0154184,5,jour.1037553,PLoS ONE,"Tracking Climate Change through the Spatiotemporal Dynamics of the Teletherms, the Statistically Hottest and Coldest Days of the Year",article,11,2016,Pure Gold
10.3390/w8050189,5,jour.1048809,Water,Historical Trends in Mean and Extreme Runoff and Streamflow Based on Observations and Climate Models,article,8,2016,Pure Gold
10.7717/peerj.1970,,jour.1136887,PeerJ,"Genetic structure of the crown-of-thorns seastar in the Pacific Ocean, with focus on Guam",article,4,2016,Pure Gold
10.1128/mbio.02160-15,2,jour.1042492,mBio,Phylogenetic Diversity of Vibrio cholerae Associated with Endemic Cholera in Mexico from 1991 to 2008,article,7,2016,Pure Gold
10.1371/journal.pone.0155018,5,jour.1037553,PLoS ONE,"Environmental Conditions Associated with Elevated Vibrio parahaemolyticus Concentrations in Great Bay Estuary, New Hampshire",article,11,2016,Pure Gold
10.3389/fmars.2016.00064,,jour.1050424,Frontiers in Marine Science,Quantitative Validation of a Habitat Suitability Index for Oyster Restoration,article,3,2016,Pure Gold
10.3390/rs8050377,5,jour.1049580,Remote Sensing,Satellite Retrievals of Karenia brevis Harmful Algal Blooms in the West Florida Shelf Using Neural Networks and Comparisons with Other Techniques,article,8,2016,Pure Gold
10.1080/02755947.2016.1146180,3,jour.1137261,North American Journal of Fisheries Management,Applying Portfolio Management to Implement Ecosystem‐Based Fishery Management (EBFM),article,36,2016,"Green, Submitted"
10.1073/pnas.1525678113,18,jour.1082971,Proceedings of the National Academy of Sciences,Meta-analysis reveals that hydraulic traits explain cross-species patterns of drought-induced tree mortality across the globe,article,113,2016,Bronze
10.1088/1748-9326/11/5/054021,5,jour.1137748,Environmental Research Letters,"El Niño's impact on California precipitation: seasonality, regionality, and El Niño intensity",article,11,2016,Pure Gold
10.1093/icesjms/fsv203,5,jour.1037530,ICES Journal of Marine Science,Future projected impacts of ocean warming to potential squid habitat in western and central North Pacific,article,73,2016,Bronze
10.1093/icesjms/fsw052,5,jour.1037530,ICES Journal of Marine Science,The evolving and increasing need for climate change research on the oceans,article,73,2016,Bronze
10.1242/jeb.129502,9,jour.1013500,Journal of Experimental Biology,Ontogenetic changes in larval swimming and orientation of pre-competent sea urchin Arbacia punctulata in turbulence,article,219,2016,"Green, Published"
10.1093/icesjms/fsv250,5,jour.1037530,ICES Journal of Marine Science,Building confidence in projections of the responses of living marine resources to climate change,article,73,2016,Bronze
10.1111/jbi.12689,5,jour.1020344,Journal of Biogeography,Testing dispersal limits in the sea: range‐wide phylogeography of the pronghorn spiny lobster Panulirus penicillatus,article,43,2016,Bronze
10.1111/2041-210x.12522,5,jour.1044080,Methods in Ecology and Evolution,Methods for sampling sequential annual bone growth layers for stable isotope analysis,article,7,2016,Bronze
10.1016/j.hal.2016.02.006,,jour.1029984,Harmful Algae,"Morphology, molecular phylogeny and azaspiracid profile of Azadinium poporum (Dinophyceae) from the Gulf of Mexico",article,55,2016,"Green, Published"
10.1659/mrd-journal-d-15-00027,2,jour.1027588,Mountain Research and Development,The Mass Elevation Effect of the Central Andes and Its Implications for the Southern Hemisphere's Highest Treeline,article,36,2016,Pure Gold
10.1109/icra.2016.7487424,,,,Anomaly Detection in Unstructured Environments Using Bayesian Nonparametric Scene Modeling,proceeding,,2016,"Green, Submitted"
10.1002/2016sw001381,5,jour.1052097,Space Weather,Interplanetary space weather effects on Lunar Reconnaissance Orbiter avalanche photodiode performance,article,14,2016,Bronze
10.1038/srep19110,1,jour.1045337,Scientific Reports,Future Warming Patterns Linked to Today’s Climate Variability,article,6,2016,Pure Gold
10.1002/2015jc011600,5,jour.1052083,Journal of Geophysical Research Oceans,Internal swells in the tropics: Near‐inertial wave energy fluxes and dissipation during CINDY,article,121,2016,Bronze
10.1002/2015jc011402,5,jour.1052083,Journal of Geophysical Research Oceans,An oceanic heat transport pathway to the Amundsen Sea Embayment,article,121,2016,"Green, Published"
10.1175/jas-d-15-0288.1,5,jour.1136924,Journal of the Atmospheric Sciences,Statistical State Dynamics of Jet–Wave Coexistence in Barotropic Beta-Plane Turbulence,article,73,2016,"Green, Submitted"
10.1002/2015wr017644,5,jour.1081604,Water Resources Research,Utilizing the state of ENSO as a means for season‐ahead predictor selection,article,52,2016,Bronze
10.1038/srep25721,1,jour.1045337,Scientific Reports,Coldest Temperature Extreme Monotonically Increased and Hottest Extreme Oscillated over Northern Hemisphere Land during Last 114 Years,article,6,2016,Pure Gold
10.1016/j.hal.2016.01.007,,jour.1029984,Harmful Algae,Prevalence of algal toxins in Alaskan marine mammals foraging in a changing arctic and subarctic environment,article,55,2016,Bronze
10.1175/jcli-d-15-0595.1,10,jour.1312082,Journal of Climate,Strong Ocean–Atmosphere Interactions during a Short-Term Hot Event over the Western Pacific Warm Pool in Response to El Niño,article,29,2016,"Green, Submitted"
10.1002/2015jc011400,5,jour.1052083,Journal of Geophysical Research Oceans,"Data and numerical analysis of astronomic tides, wind‐waves, and hurricane storm surge along the northern Gulf of Mexico",article,121,2016,Bronze
10.1002/2016pa002927,5,jour.1300470,Paleoceanography and Paleoclimatology,Exploring Globorotalia truncatulinoides coiling ratios as a proxy for subtropical gyre dynamics in the northwestern Atlantic Ocean during late Pleistocene Ice Ages,article,31,2016,Bronze
10.1002/2015jc010903,5,jour.1052083,Journal of Geophysical Research Oceans,Sea ice circulation around the Beaufort Gyre: The changing role of wind forcing and the sea ice state,article,121,2016,Bronze
10.1002/2016wr018712,5,jour.1081604,Water Resources Research,Can PDSI inform extreme precipitation?: An exploration with a 500 year long paleoclimate reconstruction over the U.S.,article,52,2016,Bronze
10.1111/1365-2656.12497,3,jour.1017948,Journal of Animal Ecology,Migratory connectivity and effects of winter temperatures on migratory behaviour of the European robin Erithacus rubecula: a continent‐wide analysis,article,85,2016,Bronze
10.1016/j.rsma.2016.02.003,Gulf Caribbean Res. 14 2 2003,jour.1145522,Regional Studies in Marine Science,"Contaminants in Queen Conch (Strombus gigas) in Vieques, Puerto Rico",article,5,2016,Bronze
10.1007/s11356-015-5955-8,9,jour.1113424,Environmental Science and Pollution Research,Traffic tracers in a suburban location in northern Spain: relationship between carbonaceous fraction and metals,article,23,2016,Hybrid
10.1016/j.rse.2016.02.014,,jour.1045931,Remote Sensing of Environment,Uncertainty estimates of remote sensing reflectance derived from comparison of ocean color satellite data sets,article,177,2016,Hybrid
10.1111/1462-2920.13255,5,jour.1020821,Environmental Microbiology,Effects of environmental temperature on the gut microbial communities of tadpoles,article,18,2016,Bronze
10.1002/2015ef000332,5,jour.1050542,Earth's Future,Tidal hydrodynamics under future sea level rise and coastal morphology in the Northern Gulf of Mexico,article,4,2016,Pure Gold
10.1175/jas-d-14-0355.1,5,jour.1136924,Journal of the Atmospheric Sciences,The Formation of Small-Scale Atmospheric Vortices via Horizontal Shearing Instability,article,73,2016,"Green, Submitted"
10.1007/s40722-015-0040-4,2,jour.1136869,Journal of Ocean Engineering and Marine Energy,Run-up of nonlinear long waves in U-shaped bays of finite length: analytical theory and numerical computations,article,2,2016,Bronze
10.1038/ismej.2015.190,5,jour.1038436,The ISME Journal,Stable and sporadic symbiotic communities of coral and algal holobionts,article,10,2016,Hybrid
10.1002/2015ef000350,5,jour.1050542,Earth's Future,Terrestrial water flux responses to global warming in tropical rainforest areas,article,4,2016,Pure Gold
10.1016/j.envpol.2016.01.012,Geoderma 223–225 2014,jour.1098046,Environmental Pollution,Soil respiration contributes substantially to urban carbon fluxes in the greater Boston area,article,212,2016,Bronze
10.1016/j.dsr.2016.02.009,,jour.1312090,Deep Sea Research Part I Oceanographic Research Papers,Bottom temperature and salinity distribution and its variability around Iceland,article,111,2016,"Green, Published"
10.1002/2016jc011716,5,jour.1052083,Journal of Geophysical Research Oceans,A global surface drifter data set at hourly resolution,article,121,2016,Bronze
10.1038/hdy.2016.3,5,jour.1017442,Heredity,It’s a bear market: evolutionary and ecological effects of predation on two wild sockeye salmon populations,article,116,2016,Bronze
10.1016/j.rse.2016.02.033,,jour.1045931,Remote Sensing of Environment,A semi-analytical scheme to estimate Secchi-disk depth from Landsat-8 measurements,article,177,2016,Bronze
10.1002/2015jc011165,5,jour.1052083,Journal of Geophysical Research Oceans,Dissipation processes in the Tongue of the Ocean,article,121,2016,Bronze
10.1002/2015ef000347,5,jour.1050542,Earth's Future,Dynamic simulation and numerical analysis of hurricane storm surge under sea level rise with geomorphologic changes along the northern Gulf of Mexico,article,4,2016,Pure Gold
10.1175/jtech-d-15-0219.1,5,jour.1137215,Journal of Atmospheric and Oceanic Technology,Calibration and Validation of HY-2 Altimeter Wave Height,article,33,2016,"Green, Published"
10.1002/2015ef000346,5,jour.1050542,Earth's Future,Developing and managing transdisciplinary and transformative research on the coastal dynamics of sea level rise: Experiences and lessons learned,article,4,2016,Pure Gold
10.1016/j.gca.2016.02.032,Environ. Sci. Technol. 45 2011,jour.1120732,Geochimica et Cosmochimica Acta,"Colloidal size spectra, composition and estuarine mixing behavior of DOM in river and estuarine waters of the northern Gulf of Mexico",article,181,2016,Bronze
10.1016/j.ecolmodel.2016.01.013,,jour.1126651,Ecological Modelling,"A coupled, two-dimensional hydrodynamic-marsh model with biological feedback",article,327,2016,Bronze
10.1016/j.hal.2016.03.004,,jour.1029984,Harmful Algae,Variation in the abundance of Pseudo-nitzschia and domoic acid with surf zone type,article,55,2016,Bronze
10.1175/jcli-d-15-0626.1,10,jour.1312082,Journal of Climate,Variations of the Global Net Air–Sea Heat Flux during the “Hiatus” Period (2001–10),article,29,2016,"Green, Submitted"
10.1002/hyp.10725,9,jour.1043737,Hydrological Processes,Estimation of instantaneous peak flows from maximum mean daily flows using the HBV hydrological model,article,30,2016,"Green, Accepted"
10.1099/mgen.0.000055,4,jour.1052770,Microbial Genomics,Identifying copy number variation of the dominant virulence factors msa and p22 within genomes of the fish pathogen Renibacterium salmoninarum,article,2,2016,Pure Gold
10.5194/amt-2016-132,,jour.1284710,Atmospheric Measurement Techniques Discussions,Ion Mobility Spectrometry-Mass Spectrometry (IMS-MS) for on- and off-line analysis of atmospheric gas and aerosol species,article,,2016,Pure Gold
10.1371/journal.pone.0153670,4,jour.1037553,PLoS ONE,Decreased Temperature Facilitates Short-Term Sea Star Wasting Disease Survival in the Keystone Intertidal Sea Star Pisaster ochraceus,article,11,2016,Pure Gold
10.3389/fmicb.2016.00606,,jour.1044458,Frontiers in Microbiology,Seasonal Succession Leads to Habitat-Dependent Differentiation in Ribosomal RNA:DNA Ratios among Freshwater Lake Bacteria,article,7,2016,Pure Gold
10.1002/2016gl069005,8,jour.1126650,Geophysical Research Letters,Dependence of entrainment in shallow cumulus convection on vertical velocity and distance to cloud edge,article,43,2016,Bronze
10.1002/2016gl068519,8,jour.1126650,Geophysical Research Letters,Earlier onset of the spring fine dust season in the southwestern United States,article,43,2016,Bronze
10.1002/2016gl068207,8,jour.1126650,Geophysical Research Letters,Photochemical processing of diesel fuel emissions as a large secondary source of isocyanic acid (HNCO),article,43,2016,Bronze
10.1371/journal.pone.0153783,4,jour.1037553,PLoS ONE,Placing Local Aggregations in a Larger-Scale Context: Hierarchical Modeling of Black-Footed Albatross Dispersion,article,11,2016,Pure Gold
10.3389/fmars.2016.00050,,jour.1050424,Frontiers in Marine Science,"An Ecosystem Services Perspective for the Oceanic Eastern Tropical Pacific: Commercial Fisheries, Carbon Storage, Recreational Fishing, and Biodiversity",article,3,2016,Pure Gold
10.1002/2015jd024341,8,jour.1126745,Journal of Geophysical Research Atmospheres,Quantifying the sources of uncertainty in upper air climate variables,article,121,2016,Bronze
10.1002/2015jd024570,8,jour.1126745,Journal of Geophysical Research Atmospheres,Convective transport and scavenging of peroxides by thunderstorms observed over the central U.S. during DC3,article,121,2016,"Green, Accepted"
10.1098/rspb.2016.0354,1829,jour.1312259,Proceedings of The Royal Society B Biological Sciences,The DNA of coral reef biodiversity: predicting and protecting genetic diversity of reef assemblages,article,283,2016,Hybrid
10.1098/rspb.2016.0467,1829,jour.1312259,Proceedings of The Royal Society B Biological Sciences,Energetic differences between bacterioplankton trophic groups and coral reef resistance,article,283,2016,Bronze
10.1073/pnas.1601266113,17,jour.1082971,Proceedings of the National Academy of Sciences,Crafting usable knowledge for sustainable development,article,113,2016,Bronze
10.1073/pnas.1011602108,17,jour.1082971,Proceedings of the National Academy of Sciences,"Evolution of the knowledge system for agricultural development in the Yaqui Valley, Sonora, Mexico",article,113,2016,Bronze
10.1073/pnas.0900555106,17,jour.1082971,Proceedings of the National Academy of Sciences,Knowledge and innovation relationships in the shrimp industry in Thailand and Mexico,article,113,2016,Bronze
10.3389/fmars.2016.00054,,jour.1050424,Frontiers in Marine Science,"Seasonal Dynamics in Dissolved Organic Matter, Hydrogen Peroxide, and Cyanobacterial Blooms in Lake Erie",article,3,2016,Pure Gold
10.1073/pnas.0900541107,17,jour.1082971,Proceedings of the National Academy of Sciences,The role of innovative global institutions in linking knowledge and action,article,113,2016,Bronze
10.1073/pnas.0813125107,17,jour.1082971,Proceedings of the National Academy of Sciences,Linking knowledge with action in the pursuit of sustainable water-resources management,article,113,2016,Bronze
10.5194/acp-16-4897-2016,8,jour.1033685,Atmospheric Chemistry and Physics,"Assessing the impact of anthropogenic pollution on isoprene-derived secondary organic aerosol formation in PM2.5 collected from the Birmingham, Alabama, ground site during the 2013 Southern Oxidant and Aerosol Study",article,16,2016,Pure Gold
10.3390/rs8040346,4,jour.1049580,Remote Sensing,Sensor Stability for SST (3S): Toward Improved Long-Term Characterization of AVHRR Thermal Bands,article,8,2016,Pure Gold
10.7717/peerj.1956,,jour.1136887,PeerJ,Changes to coral health and metabolic activity under oxygen deprivation,article,4,2016,Pure Gold
10.5194/acp-2016-285,,jour.1047552,Atmospheric Chemistry and Physics Discussions,Interannual Variability of Ammonia Concentrations over the United States: Sources and Implications,article,0,2016,Pure Gold
10.1002/2015jd024446,7,jour.1126745,Journal of Geophysical Research Atmospheres,Polarimetric radar and aircraft observations of saggy bright bands during MC3E,article,121,2016,Bronze
10.1002/2016gl068159,7,jour.1126650,Geophysical Research Letters,Predictability of the recent slowdown and subsequent recovery of large‐scale surface warming using statistical methods,article,43,2016,"Green, Accepted"
10.1002/2015jd024111,7,jour.1126745,Journal of Geophysical Research Atmospheres,The origin of the gullwing‐shaped cirrus above an Argentinian thunderstorm as seen in CALIPSO images,article,121,2016,Bronze
10.1002/2016gl068330,7,jour.1126650,Geophysical Research Letters,The stratospheric pathway for Arctic impacts on midlatitude climate,article,43,2016,"Green, Published"
10.1002/2016gl067759,7,jour.1126650,Geophysical Research Letters,"Ice mass loss in Greenland, the Gulf of Alaska, and the Canadian Archipelago: Seasonal cycles and decadal trends",article,43,2016,Bronze
10.1002/2015jd024582,7,jour.1126745,Journal of Geophysical Research Atmospheres,Trends of mean and extreme temperature indices since 1874 at low‐elevation sites in the southern Alps,article,121,2016,"Green, Published"
10.1002/2016jd024804,7,jour.1126745,Journal of Geophysical Research Atmospheres,Sampling biases in CMIP5 decadal forecasts,article,121,2016,Bronze
10.1002/2015jd024045,7,jour.1126745,Journal of Geophysical Research Atmospheres,Dynamical connection between Great Plains low‐level winds and variability of central Gulf States precipitation,article,121,2016,Bronze
10.1002/2015gl067448,7,jour.1126650,Geophysical Research Letters,Emergence of heat extremes attributable to anthropogenic influences,article,43,2016,Bronze
10.1002/2016gl068653,7,jour.1126650,Geophysical Research Letters,Investigating the seasonal predictability of significant wave height in the West Pacific and Indian Oceans,article,43,2016,Bronze
10.1002/2016gl068539,7,jour.1126650,Geophysical Research Letters,Empirical algorithms to estimate water column pH in the Southern Ocean,article,43,2016,Bronze
10.3390/rs8040332,4,jour.1049580,Remote Sensing,Validation of ATMS Calibration Accuracy Using Suomi NPP Pitch Maneuver Observations,article,8,2016,Pure Gold
10.3390/s16040548,4,jour.1033312,Sensors,Resilient Sensor Networks with Spatiotemporal Interpolation of Missing Sensors: An Example of Space Weather Forecasting by Multiple Satellites,article,16,2016,Pure Gold
10.1371/journal.pone.0153348,4,jour.1037553,PLoS ONE,Fluorescent Receptor Binding Assay for Detecting Ciguatoxins in Fish,article,11,2016,Pure Gold
10.1371/journal.pone.0153197,4,jour.1037553,PLoS ONE,Influence of Environmental Variables on Gambierdiscus spp. (Dinophyceae) Growth and Distribution,article,11,2016,Pure Gold
10.1371/journal.pone.0153058,4,jour.1037553,PLoS ONE,A Novel μCT Analysis Reveals Different Responses of Bioerosion and Secondary Accretion to Environmental Variability,article,11,2016,Pure Gold
10.1073/pnas.1518977113,15,jour.1082971,Proceedings of the National Academy of Sciences,Differential and enhanced response to climate forcing in diarrheal disease due to rotavirus across a megacity of the developing world,article,113,2016,"Green, Published"
10.3390/rs8040315,4,jour.1049580,Remote Sensing,AVHRR GAC SST Reanalysis Version 1 (RAN1),article,8,2016,Pure Gold
10.1371/journal.pone.0152190,4,jour.1037553,PLoS ONE,"Historical Patterns and Drivers of Spatial Changes in Recreational Fishing Activity in Puget Sound, Washington",article,11,2016,Pure Gold
10.5194/bg-13-1991-2016,7,jour.1284254,Biogeosciences,A parameterization of respiration in frozen soils based on substrate availability,article,13,2016,Pure Gold
10.1371/journal.pone.0151450,4,jour.1037553,PLoS ONE,Influence of Manatees' Diving on Their Risk of Collision with Watercraft,article,11,2016,Pure Gold
10.5194/bg-13-2011-2016,7,jour.1284254,Biogeosciences,Challenges associated with modeling low-oxygen waters in Chesapeake Bay: a multiple model comparison,article,13,2016,Pure Gold
10.3390/w8040133,4,jour.1048809,Water,Providing Aquatic Organism Passage in Vertically Unstable Streams,article,8,2016,Pure Gold
10.3390/environments3020009,2,jour.1357486,Environments,Estimating the Probability of Vegetation to Be Groundwater Dependent Based on the Evaluation of Tree Models,article,3,2016,Pure Gold
10.3390/rs8040300,4,jour.1049580,Remote Sensing,Climatology Analysis of Aerosol Effect on Marine Water Cloud from Long-Term Satellite Climate Data Records,article,8,2016,Pure Gold
10.1088/1748-9326/11/4/044010,4,jour.1137748,Environmental Research Letters,Evaluating ethane and methane emissions associated with the development of oil and natural gas extraction in North America,article,11,2016,Pure Gold
10.1088/1748-9326/11/4/045007,4,jour.1137748,Environmental Research Letters,Recent changes in the frequency of freezing precipitation in North America and Northern Eurasia,article,11,2016,Pure Gold
10.1088/1748-9326/11/4/044008,4,jour.1137748,Environmental Research Letters,US regional tornado outbreaks and their links to spring ENSO phases and North Atlantic SST variability,article,11,2016,Pure Gold
10.1126/science.aad4977,6281,jour.1346339,Science,Engage key social concepts for sustainability,article,352,2016,Bronze
10.1088/1748-9326/11/4/045001,4,jour.1137748,Environmental Research Letters,How much global burned area can be forecast on seasonal time scales using sea surface temperatures?,article,11,2016,Pure Gold
10.1002/2015jc011031,4,jour.1052083,Journal of Geophysical Research Oceans,Nearshore sandbar rotation at single‐barred embayed beaches,article,121,2016,Bronze
10.1109/tgrs.2015.2490198,4,jour.1033615,IEEE Transactions on Geoscience and Remote Sensing,Corrections for On-Orbit ATMS Lunar Contamination,article,54,2016,Hybrid
10.1002/2015jc011527,4,jour.1052083,Journal of Geophysical Research Oceans,Understanding the formation and evolution of rain‐formed fresh lenses at the ocean surface,article,121,2016,Bronze
10.1002/2015jc011124,4,jour.1052083,Journal of Geophysical Research Oceans,Seasonal heat and freshwater cycles in the Arctic Ocean in CMIP5 coupled models,article,121,2016,Bronze
10.1007/s00382-015-2691-1,8-Jul,jour.1049631,Climate Dynamics,Understanding long-term (1982–2013) multi-decadal change in the equatorial and subtropical South Atlantic climate,article,46,2016,Hybrid
10.1175/waf-d-15-0037.1,2,jour.1137684,Weather and Forecasting,"Colorado Plowable Hailstorms: Synoptic Weather, Radar, and Lightning Characteristics",article,31,2016,"Green, Published"
10.1002/2015jg003246,4,jour.1049048,Journal of Geophysical Research Biogeosciences,Estimating methane gas production in peat soils of the Florida Everglades using hydrogeophysical methods,article,121,2016,Bronze
10.1111/1365-2664.12576,2,jour.1006203,Journal of Applied Ecology,Quantifying fish and mobile invertebrate production from a threatened nursery habitat,article,53,2016,Hybrid
10.1111/cobi.12590,2,jour.1126088,Conservation Biology,Effects of fishing rope strength on the severity of large whale entanglements,article,30,2016,Hybrid
10.1007/s00382-015-2689-8,8-Jul,jour.1049631,Climate Dynamics,Atmospheric response to the autumn sea-ice free Arctic and its detectability,article,46,2016,"Green, Submitted"
10.1111/1365-2664.12534,2,jour.1006203,Journal of Applied Ecology,Coho salmon spawner mortality in western US urban watersheds: bioinfiltration prevents lethal storm water impacts,article,53,2016,Hybrid
10.1038/srep24395,1,jour.1045337,Scientific Reports,Anatomy of Indian heatwaves,article,6,2016,Pure Gold
10.1038/ncomms10266,1,jour.1043282,Nature Communications,Clouds enhance Greenland ice sheet meltwater runoff,article,7,2016,Pure Gold
10.1111/mms.12280,2,jour.1125418,Marine Mammal Science,Differences in oscillatory whistles produced by spinner (Stenella longirostris) and pantropical spotted (Stenella attenuata) dolphins,article,32,2016,"Green, Accepted"
10.1111/geb.12423,4,jour.1297475,Global Ecology and Biogeography,Altitudinal shifts of the native and introduced flora of California in the context of 20th‐century warming,article,25,2016,"Green, Published"
10.1007/s10584-016-1598-0,4-Mar,jour.1028211,Climatic Change,Evaluating the stationarity assumption in statistically downscaled climate projections: is past performance an indicator of future results?,article,135,2016,Hybrid
10.1175/mwr-d-15-0283.1,4,jour.1136879,Monthly Weather Review,Improving Weather Predictability by Including Land Surface Model Parameter Uncertainty,article,144,2016,"Green, Submitted"
10.1002/2015ef000334,4,jour.1050542,Earth's Future,Contributions of organic and inorganic matter to sediment volume and accretion in tidal wetlands at steady state,article,4,2016,Pure Gold
10.1111/mms.12263,2,jour.1125418,Marine Mammal Science,"Southern right whale (Eubalaena australis) calf mortality at Península Valdés, Argentina: Are harmful algal blooms to blame?",article,32,2016,"Green, Published"
10.1038/srep19671,1,jour.1045337,Scientific Reports,The Dilemma of Derelict Gear,article,6,2016,Pure Gold
10.1175/jcli-d-15-0432.1,8,jour.1312082,Journal of Climate,Dynamical Downscaling of the Climate for the Hawaiian Islands. Part I: Present Day,article,29,2016,"Green, Accepted"
10.1016/j.ocemod.2016.02.004,Clim. Dyn 45 7 2014,jour.1138566,Ocean Modelling,An assessment of the Arctic Ocean in a suite of interannual CORE-II simulations. Part III: Hydrography and fluxes,article,100,2016,Hybrid
10.1016/j.envsoft.2015.12.005,,jour.1134509,Environmental Modelling & Software,An expandable web-based platform for visually analyzing basin-scale hydro-climate time series data,article,78,2016,Hybrid
10.1002/2015jc011514,4,jour.1052083,Journal of Geophysical Research Oceans,Shelfbreak current over the Canadian Beaufort Sea continental slope: Wind‐driven events in January 2005,article,121,2016,Bronze
10.1038/ncomms10887,1,jour.1043282,Nature Communications,Stratified coastal ocean interactions with tropical cyclones,article,7,2016,Pure Gold
10.1016/j.hal.2015.12.007,Hydrobiologia 464 1–3 2001,jour.1029984,Harmful Algae,"A review of the global ecology, genomics, and biogeography of the toxic cyanobacterium, Microcystis spp.",article,54,2016,Bronze
10.1007/s10584-015-1574-0,4-Mar,jour.1028211,Climatic Change,"Changes in the low flow regime over the eastern United States (1962–2011): variability, trends, and attributions",article,135,2016,"Green, Submitted"
10.1038/srep19677,1,jour.1045337,Scientific Reports,The role of off-equatorial surface temperature anomalies in the 2014 El Niño prediction,article,6,2016,Pure Gold
10.1016/j.coastaleng.2016.01.005,,jour.1137566,Coastal Engineering,Morphological response of a sandy barrier island with a buried seawall during Hurricane Sandy,article,110,2016,Bronze
10.1002/qj.2716,696,jour.1052095,Quarterly Journal of the Royal Meteorological Society,Parameter uncertainty in forecast recalibration,article,142,2016,"Green, Accepted"
10.1016/j.hal.2016.01.003,,jour.1029984,Harmful Algae,Global solutions to regional problems: Collecting global expertise to address the problem of harmful cyanobacterial blooms. A Lake Erie case study,article,54,2016,Bronze
10.1175/jpo-d-14-0241.1,4,jour.1043113,Journal of Physical Oceanography,Generation of Internal Waves by Eddies Impinging on the Western Boundary of the North Atlantic,article,46,2016,"Green, Accepted"
10.1038/ncomms10267,1,jour.1043282,Nature Communications,A pervasive role for biomass burning in tropical high ozone/low water structures,article,7,2016,Pure Gold
10.1002/2015jc011438,4,jour.1052083,Journal of Geophysical Research Oceans,"Wind‐driven changes of surface current, temperature, and chlorophyll observed by satellites north of New Guinea",article,121,2016,"Green, Submitted"
10.1016/j.ecolmodel.2015.08.013,,jour.1126651,Ecological Modelling,Integrating ecological insight derived from individual-based simulations and physiologically structured population models,article,326,2016,"Green, Submitted"
10.2983/035.035.0113,1,jour.1023024,Journal of Shellfish Research,Restocking Natural Beds with Remote-Set Disease-Resistant Oysters in Connecticut: A Field Trial,article,35,2016,"Green, Submitted"
10.1002/ecs2.1324,4,jour.1047660,Ecosphere,Evidence that summer jellyfish blooms impact Pacific Northwest salmon production,article,7,2016,Pure Gold
10.1002/2015jc011431,4,jour.1052083,Journal of Geophysical Research Oceans,Optics of the offshore Columbia River plume from glider observations and satellite imagery,article,121,2016,Bronze
10.1016/j.marpol.2015.12.029,Can. J. Fish. Aquat. Sci. 54 12 1997,jour.1052491,Marine Policy,A cost-effective discards-proportional at-sea monitoring allocation scheme for the groundfish fishery in New England,article,66,2016,Hybrid
10.1038/ncomms10668,1,jour.1043282,Nature Communications,Tornado outbreak variability follows Taylor’s power law of fluctuation scaling and increases dramatically with severity,article,7,2016,Pure Gold
10.1038/srep23773,1,jour.1045337,Scientific Reports,Variable climatic conditions dominate recent phytoplankton dynamics in Chesapeake Bay,article,6,2016,Pure Gold
10.1002/2015jc011493,4,jour.1052083,Journal of Geophysical Research Oceans,Patterns of the loop current system and regions of sea surface height variability in the eastern Gulf of Mexico revealed by the self‐organizing maps,article,121,2016,"Green, Published"
10.1007/s10530-015-1050-9,4,jour.1023142,Biological Invasions,"A plague of waterfleas (Bythotrephes): impacts on microcrustacean community structure, seasonal biomass, and secondary production in a large inland-lake complex",article,18,2016,Hybrid
10.1016/j.pocean.2016.02.005,,jour.1008196,Progress In Oceanography,Surface circulation in Block Island Sound and adjacent coastal and shelf regions: A FVCOM-CODAR comparison,article,143,2016,Bronze
10.1016/j.ecss.2016.01.042,J. Geophys. Res. Oceans 118 10 2013,jour.1120689,Estuarine Coastal and Shelf Science,Hydrographic and dissolved oxygen variability in a seasonal Pacific Northwest estuary,article,172,2016,Bronze
10.1016/j.ecoleng.2016.01.014,,jour.1130006,Ecological Engineering,Using climate change scenarios to evaluate future effectiveness of potential wetlands in mitigating high flows in a Midwestern U.S. watershed,article,89,2016,Bronze
10.1016/j.atmosenv.2015.12.013,Atmos. Environ. 34 2000,jour.1132096,Atmospheric Environment,Volatility of methylglyoxal cloud SOA formed through OH radical oxidation and droplet evaporation,article,130,2016,Bronze
10.1016/j.amc.2016.01.005,,jour.1084146,Applied Mathematics and Computation,An analytical and numerical study of long wave run-up in U-shaped and V-shaped bays,article,279,2016,Bronze
10.1007/s00704-015-1384-3,2-Jan,jour.1086664,Theoretical and Applied Climatology,Cloud fraction at the ARM SGP site: reducing uncertainty with self-organizing maps,article,124,2016,Hybrid
10.1002/2015jc011325,4,jour.1052083,Journal of Geophysical Research Oceans,An OGCM study of the impact of rain and river water forcing on the Bay of Bengal,article,121,2016,Hybrid
10.1002/2015jc011495,4,jour.1052083,Journal of Geophysical Research Oceans,Interannual variability of the Indonesian Throughflow: The salinity effect,article,121,2016,Bronze
